"Date","Price","Open","High","Low","Vol.","Change %"
"07/15/2025","377.20","378.30","380.20","375.30","2.99M","0.24%"
"07/14/2025","376.30","365.55","376.80","364.00","2.94M","2.14%"
"07/11/2025","368.40","370.10","374.55","367.30","1.98M","-0.23%"
"07/10/2025","369.25","363.35","370.50","355.30","4.77M","1.92%"
"07/09/2025","362.30","361.30","363.00","358.80","2.07M","0.72%"
"07/08/2025","359.70","357.05","362.40","355.80","2.30M","1.58%"
"07/07/2025","354.10","347.00","355.80","347.00","1.47M","2.37%"
"07/04/2025","345.90","346.00","346.80","343.20","793.06K","0.25%"
"07/03/2025","345.05","344.10","347.30","341.70","1.30M","0.19%"
"07/02/2025","344.40","344.40","348.00","343.10","2.26M","0.32%"
"07/01/2025","343.30","343.30","344.80","339.05","2.38M","0.79%"
"06/30/2025","340.60","340.20","342.60","335.30","2.22M","0.86%"
"06/27/2025","337.70","333.90","338.70","333.40","2.37M","1.38%"
"06/26/2025","333.10","332.00","333.80","329.70","3.10M","0.33%"
"06/25/2025","332.00","328.50","336.35","328.20","4.58M","1.13%"
"06/24/2025","328.30","327.80","332.80","323.80","7.05M","6.33%"
"06/23/2025","308.75","306.50","312.60","303.00","3.78M","-1.83%"
"06/20/2025","314.50","315.60","317.75","313.10","2.90M","1.70%"
"06/19/2025","309.25","315.90","317.30","309.10","2.34M","-3.33%"
"06/18/2025","319.90","312.90","323.00","312.85","2.71M","2.34%"
"06/17/2025","312.60","325.60","325.70","312.40","2.27M","-4.45%"
"06/16/2025","327.15","315.55","328.60","315.40","2.46M","3.40%"
"06/13/2025","316.40","312.90","317.30","305.75","3.99M","-4.27%"
"06/12/2025","330.50","334.70","336.00","325.05","5.61M","-2.56%"
"06/11/2025","339.20","343.00","344.00","339.20","2.24M","-0.83%"
"06/10/2025","342.05","339.10","343.15","338.60","2.23M","1.53%"
"06/09/2025","336.90","332.20","337.10","330.40","1.76M","1.61%"
"06/06/2025","331.55","332.60","333.60","330.20","1.24M","0.23%"
"06/05/2025","330.80","335.60","335.60","327.20","2.00M","-1.46%"
"06/04/2025","335.70","335.60","338.90","331.70","2.14M","0.45%"
"06/03/2025","334.20","335.90","336.75","331.70","1.48M","-0.15%"
"06/02/2025","334.70","327.80","335.30","325.10","1.98M","2.73%"
"05/30/2025","325.80","333.50","334.50","324.20","3.88M","-2.34%"
"05/29/2025","333.60","338.30","340.00","332.95","2.21M","-0.03%"
"05/28/2025","333.70","336.80","338.70","333.00","2.80M","-0.54%"
"05/27/2025","335.50","329.10","336.10","324.20","2.11M","5.17%"
"05/23/2025","319.00","328.40","334.00","314.30","2.73M","-1.91%"
"05/22/2025","325.20","327.50","332.10","325.10","2.50M","-2.02%"
"05/21/2025","331.90","333.80","334.50","326.60","2.91M","-0.98%"
"05/20/2025","335.20","331.45","337.20","330.60","1.96M","1.42%"
"05/19/2025","330.50","323.40","330.90","320.30","2.69M","2.13%"
"05/16/2025","323.60","321.80","328.30","320.90","1.72M","0.12%"
"05/15/2025","323.20","317.50","326.00","316.10","3.10M","1.99%"
"05/14/2025","316.90","324.00","325.70","314.00","5.72M","-1.74%"
"05/13/2025","322.50","314.10","322.55","313.80","4.13M","3.37%"
"05/12/2025","312.00","302.10","316.00","302.10","7.87M","4.84%"
"05/09/2025","297.60","292.95","300.20","285.10","4.90M","3.19%"
"05/08/2025","288.40","286.50","290.30","283.30","3.93M","1.62%"
"05/07/2025","283.80","282.40","288.60","281.70","3.51M","0.75%"
"05/06/2025","281.70","282.50","283.60","275.40","3.53M","0.82%"
"05/02/2025","279.40","264.80","280.40","264.80","4.95M","4.80%"
"05/01/2025","266.60","263.10","269.90","263.00","1.52M","2.48%"
"04/30/2025","260.15","263.80","266.00","258.45","2.83M","-0.40%"
"04/29/2025","261.20","264.80","266.05","259.10","2.24M","-0.84%"
"04/28/2025","263.40","265.30","267.50","262.00","2.86M","-0.49%"
"04/25/2025","264.70","263.80","266.90","262.40","1.87M","1.15%"
"04/24/2025","261.70","263.70","264.80","257.00","3.51M","-0.87%"
"04/23/2025","264.00","257.90","267.20","257.20","4.55M","4.43%"
"04/22/2025","252.80","247.30","252.80","246.70","2.77M","1.75%"
"04/17/2025","248.45","250.40","252.80","246.05","2.42M","-0.74%"
"04/16/2025","250.30","247.85","250.50","245.80","1.54M","0.64%"
"04/15/2025","248.70","246.00","249.75","245.10","1.16M","1.43%"
"04/14/2025","245.20","247.80","250.05","244.60","2.28M","1.95%"
"04/11/2025","240.50","246.80","247.00","235.55","3.92M","-2.08%"
"04/10/2025","245.60","259.00","260.35","245.60","6.25M","5.09%"
"04/09/2025","233.70","228.50","238.10","224.70","5.96M","-1.31%"
"04/08/2025","236.80","237.60","243.30","231.00","5.38M","5.67%"
"04/07/2025","224.10","223.20","241.30","210.15","6.59M","-5.86%"
"04/04/2025","238.05","244.70","246.90","231.70","6.86M","-3.70%"
"04/03/2025","247.20","254.90","256.85","244.65","5.06M","-5.32%"
"04/02/2025","261.10","258.10","262.20","257.10","2.00M","1.75%"
"04/01/2025","256.60","263.20","266.45","251.60","4.48M","-1.53%"
"03/31/2025","260.60","270.90","274.70","257.40","5.52M","-6.46%"
"03/28/2025","278.60","290.00","290.00","278.10","2.87M","-3.93%"
"03/27/2025","290.00","291.50","293.50","287.40","2.08M","-2.16%"
"03/26/2025","296.40","298.40","300.15","295.50","1.49M","-0.34%"
"03/25/2025","297.40","290.00","298.30","287.60","3.53M","3.52%"
"03/24/2025","287.30","289.50","290.95","285.40","1.66M","0.91%"
"03/21/2025","284.70","286.20","288.80","278.10","4.64M","-2.16%"
"03/20/2025","291.00","295.90","300.50","290.10","3.89M","-1.76%"
"03/19/2025","296.20","291.60","297.00","287.00","1.93M","0.89%"
"03/18/2025","293.60","292.80","298.80","289.90","3.60M","1.52%"
"03/17/2025","289.20","286.50","290.25","284.50","3.19M","2.34%"
"03/14/2025","282.60","277.25","284.00","276.80","3.43M","2.17%"
"03/13/2025","276.60","274.40","283.70","274.40","6.49M","-0.52%"
"03/12/2025","278.05","291.20","292.20","276.20","6.32M","-4.02%"
"03/11/2025","289.70","300.35","300.40","287.10","5.86M","-6.82%"
"03/10/2025","310.90","321.60","326.00","306.65","3.83M","-2.39%"
"03/07/2025","318.50","320.90","321.30","312.60","4.00M","-2.06%"
"03/06/2025","325.20","332.45","337.30","321.20","3.83M","-0.88%"
"03/05/2025","328.10","328.20","333.80","323.40","3.93M","2.12%"
"03/04/2025","321.30","342.60","343.40","319.20","2.99M","-7.09%"
"03/03/2025","345.80","352.00","355.50","339.50","5.04M","-1.51%"
"02/28/2025","351.10","351.50","357.90","348.70","3.38M","4.12%"
